publicid,eventtype,origintime,modificationtime,longitude,latitude,magnitude,depth,magnitudetype,depthtype,evaluationmethod,evaluationstatus,evaluationmode,earthmodel,usedphasecount,usedstationcount,magnitudestationcount,minimumdistance,azimuthalgap,originerror,magnitudeuncertainty
2016p986098,,2016-12-30T20:33:09.506Z,2016-12-30T22:31:43.185Z,173.8249752,-42.43893407,2.476398693,21.40625,M,,NonLinLoc,,automatic,nz3drx,13,13,8,0.2121049495,168.2893049,0.7844614736,0
2016p986073,,2016-12-30T20:19:44.704Z,2016-12-30T20:21:44.598Z,176.6661675,-39.86162322,1.779848432,30.78125,M,,NonLinLoc,,automatic,nz3drx,17,17,13,0.1765647163,71.92178502,0.5025973863,0
2016p986048,,2016-12-30T20:06:30.011Z,2016-12-30T20:09:01.115Z,174.4565701,-41.54313884,1.846380257,19.53125,M,,NonLinLoc,,automatic,nz3drx,21,21,8,0.2776377002,128.9669891,0.6425819067,0
2016p986009,,2016-12-30T19:45:51.591Z,2016-12-30T19:47:58.204Z,174.3869496,-41.59780765,1.626757854,14.84375,M,,NonLinLoc,,automatic,nz3drx,16,16,7,0.2016176334,130.3721434,0.3856379961,0
2016p986000,,2016-12-30T19:41:08.032Z,2016-12-30T19:42:53.305Z,175.3055383,-41.55560761,2.244137961,9.921875,M,,NonLinLoc,,automatic,nz3drx,19,19,12,0.04115564099,186.3688773,0.5527294546,0
2016p985989,,2016-12-30T19:35:12.283Z,2016-12-30T19:37:03.317Z,177.6027907,-38.32723759,2.222360479,5.46875,M,,NonLinLoc,,automatic,nz3drx,10,10,6,0.05969704906,128.1935981,0.7372226044,0
2016p985972,,2016-12-30T19:26:16.349Z,2016-12-30T19:28:06.943Z,173.7499799,-42.0429568,1.979912068,16.71875,M,,NonLinLoc,,automatic,nz3drx,12,12,6,0.3403770756,156.1465028,0.6224649886,0
2016p985957,,2016-12-30T19:18:23.151Z,2016-12-30T19:20:35.883Z,174.0378017,-41.94792041,2.052071159,19.53125,M,,NonLinLoc,,automatic,nz3drx,15,15,6,0.2382974189,173.1170945,0.917657382,0
2016p985924,,2016-12-30T19:00:41.101Z,2016-12-30T19:48:22.025Z,174.0661739,-41.76105435,2.089427858,17.421875,M,,NonLinLoc,,automatic,nz3drx,24,24,11,0.1108765552,126.6031196,0.8959645711,0
2016p985901,,2016-12-30T18:48:09.359Z,2016-12-30T19:28:28.391Z,171.9336814,-42.5910752,2.513829913,12.03125,M,,NonLinLoc,,automatic,nz3drx,34,34,16,0.3152901284,103.1952022,1.130730284,0
2016p985884,,2016-12-30T18:39:09.339Z,2016-12-30T19:25:07.973Z,173.6394029,-42.27001165,2.190415092,29.84375,M,,NonLinLoc,,automatic,nz3drx,19,19,6,0.1641958772,140.7543446,0.5551616978,0
2016p985879,,2016-12-30T18:36:51.765Z,2016-12-30T19:02:26.638Z,174.1619008,-41.74133982,1.533686461,22.34375,M,,NonLinLoc,,automatic,nz3drx,11,11,5,0.03984904869,111.2252298,0.4365993696,0
2016p985856,,2016-12-30T18:24:11.236Z,2016-12-30T18:30:55.049Z,172.7384183,-42.57599171,2.511171052,32.1875,M,,NonLinLoc,,automatic,nz3drx,20,20,4,0.4001977843,81.03668858,1.441872185,0
2016p985832,,2016-12-30T18:11:24.383Z,2016-12-30T18:12:58.189Z,174.4441093,-41.56529183,1.701497906,17.421875,M,,NonLinLoc,,automatic,nz3drx,18,18,6,0.254751694,128.2117217,0.2711282229,0
2016p985820,,2016-12-30T18:04:59.679Z,2016-12-30T19:17:06.559Z,176.127065,-38.22340288,2.404634356,149.375,M,,NonLinLoc,,automatic,nz3drx,53,53,24,0.4005958233,96.33173769,1.484612162,0
2016p985790,,2016-12-30T17:49:24.047Z,2016-12-30T18:19:39.119Z,172.7166469,-42.70056909,2.242857971,16.71875,M,,NonLinLoc,,automatic,nz3drx,17,17,7,0.337038251,90.8146084,0.5011817078,0
2016p985756,,2016-12-30T17:31:16.022Z,2016-12-30T17:33:12.673Z,173.7562339,-42.00309204,1.956961079,19.53125,M,,NonLinLoc,,automatic,nz3drx,11,11,6,0.3008186394,132.6806302,0.2531115306,0
2016p985747,,2016-12-30T17:26:19.044Z,2016-12-30T17:28:36.569Z,173.752326,-42.02800751,1.814220729,16.25,M,,NonLinLoc,,automatic,nz3drx,11,11,5,0.325525144,155.1745739,0.4114140357,0
2016p985738,,2016-12-30T17:21:24.665Z,2016-12-30T17:24:25.562Z,173.6457914,-41.99485766,2.336918401,15.3125,M,,NonLinLoc,,automatic,nz3drx,32,32,15,0.3280808005,130.8553287,1.241064163,0
2016p985725,,2016-12-30T17:14:31.484Z,2016-12-30T17:16:45.634Z,174.0207958,-41.93741234,2.057048682,18.59375,M,,NonLinLoc,,automatic,nz3drx,17,17,6,0.2371926706,171.5645957,0.5212033806,0
2016p985704,,2016-12-30T17:03:13.382Z,2016-12-30T17:04:40.037Z,175.2915808,-40.82233289,1.220521388,30.3125,M,,NonLinLoc,,automatic,nz3drx,11,11,7,0.09197376729,118.0085657,0.3972189816,0
2016p985694,,2016-12-30T16:58:14.414Z,2016-12-30T17:00:15.264Z,174.3383857,-41.67645341,1.781562917,19.53125,M,,NonLinLoc,,automatic,nz3drx,19,19,8,0.1197242392,137.8633953,0.3801043913,0
2016p985687,,2016-12-30T16:54:17.660Z,2016-12-30T16:56:40.200Z,173.8540537,-42.17280775,1.799572164,24.21875,M,,NonLinLoc,,automatic,nz3drx,13,13,3,0.3381393121,159.8565475,0.5971655617,0
2016p985681,,2016-12-30T16:50:53.653Z,2016-12-30T16:53:22.335Z,172.834388,-41.22326017,2.153061566,109.0625,M,,NonLinLoc,,automatic,nz3drx,17,17,6,0.184705467,115.5026239,0.774701044,0
2016p985675,,2016-12-30T16:47:42.854Z,2016-12-30T16:50:03.224Z,174.4288004,-41.47976639,1.817055341,19.765625,M,,NonLinLoc,,automatic,nz3drx,15,15,11,0.2895361358,112.8938837,0.2552270621,0
2016p985673,,2016-12-30T16:46:51.137Z,2016-12-30T16:48:34.748Z,174.8260596,-40.66171195,1.869403839,26.5625,M,,NonLinLoc,,automatic,nz3drx,14,14,9,0.2094171612,157.3188136,0.3261131714,0
2016p985669,,2016-12-30T16:44:53.517Z,2016-12-30T16:47:35.306Z,173.5608647,-42.25437525,2.393938107,22.34375,M,,NonLinLoc,,automatic,nz3drx,22,22,11,0.1625062802,141.1762908,0.6095645576,0
2016p985642,,2016-12-30T16:30:07.395Z,2016-12-30T16:31:24.394Z,177.4728277,-38.39320776,1.469379772,49.53125,M,,NonLinLoc,,automatic,nz3drx,11,11,4,0.07358580042,87.53127982,0.3204026152,0
2016p985621,,2016-12-30T16:19:08.829Z,2016-12-30T16:20:58.796Z,173.7490116,-42.00955554,1.749060851,20.46875,M,,NonLinLoc,,automatic,nz3drx,14,14,4,0.3086450052,147.8699097,0.5970091712,0
2016p985608,,2016-12-30T16:12:10.502Z,2016-12-30T17:20:00.730Z,177.0221345,-39.81986739,2.163656695,13.203125,M,,NonLinLoc,,automatic,nz3drx,28,28,18,0.1137334551,194.5719415,0.6393381503,0
2016p985606,,2016-12-30T16:11:16.682Z,2016-12-30T16:13:13.601Z,174.3411472,-41.61564513,1.973504748,9.921875,M,,NonLinLoc,,automatic,nz3drx,15,15,9,0.1662235904,125.8010099,0.3323673277,0
2016p985604,,2016-12-30T16:09:56.117Z,2016-12-30T17:08:24.162Z,174.3513645,-41.63012515,2.576035347,10.15625,M,,NonLinLoc,,automatic,nz3drx,51,51,31,0.159442346,131.3593141,1.479135142,0
2016p985579,,2016-12-30T15:57:00.952Z,2016-12-30T16:00:14.659Z,173.11713,-42.63369946,1.983969252,19.0625,M,,NonLinLoc,,automatic,nz3drx,17,17,4,0.339084958,135.2131799,0.5851629001,0
2016p985565,,2016-12-30T15:49:12.670Z,2016-12-30T15:51:03.332Z,175.7960317,-40.53891648,1.43392318,45.78125,M,,NonLinLoc,,automatic,nz3drx,14,14,7,0.1335037072,82.64526483,0.3593615303,0
2016p985560,,2016-12-30T15:46:48.463Z,2016-12-30T15:48:51.641Z,174.2098726,-41.79279641,1.860465313,19.53125,M,,NonLinLoc,,automatic,nz3drx,24,24,10,0.0422479208,142.5119723,0.6151758563,0
2016p985528,,2016-12-30T15:29:31.240Z,2016-12-30T15:31:42.230Z,178.3244468,-37.53504267,1.942768205,17.1875,M,,NonLinLoc,,automatic,nz3drx,12,12,7,0.03320477,285.6067286,0.5530098912,0
2016p985480,,2016-12-30T15:04:18.856Z,2016-12-30T15:05:20.220Z,175.4485861,-39.27797004,0.7466534087,9.21875,M,,NonLinLoc,,automatic,nz3drx,10,10,5,0.08078967791,130.4827314,0.7174080934,0
2016p985441,,2016-12-30T14:43:51.903Z,2016-12-30T14:44:52.128Z,175.8657364,-40.61435003,0.762328327,28.90625,M,,NonLinLoc,,automatic,nz3drx,10,10,3,0.1002773787,85.36610599,1.090402879,0
2016p985435,,2016-12-30T14:39:58.538Z,2016-12-30T14:42:15.604Z,174.2231476,-41.6622248,1.639521993,12.265625,M,,NonLinLoc,,automatic,nz3drx,11,11,6,0.08882607138,135.9379354,0.2694477613,0
2016p985431,,2016-12-30T14:38:10.938Z,2016-12-30T14:40:04.673Z,175.3822073,-39.1563074,1.507249736,12.8515625,M,,NonLinLoc,,automatic,nz3drx,39,39,20,0.09534952941,55.23838557,0.39983324,0
2016p985427,,2016-12-30T14:35:53.085Z,2016-12-30T14:57:57.533Z,172.3920453,-43.56025917,2.142205499,9.921875,M,,NonLinLoc,,automatic,nz3drx,19,19,9,0.2407973977,89.77104896,0.5444768384,0
2016p985397,,2016-12-30T14:19:59.147Z,2016-12-30T14:21:30.279Z,176.3713438,-38.76432563,0.8107198393,81.875,M,,NonLinLoc,,automatic,nz3drx,11,11,3,0.07681111733,183.3204116,1.093875911,0
2016p985395,,2016-12-30T14:19:01.156Z,2016-12-30T14:20:16.109Z,175.8716902,-40.61536117,0.8754077222,24.921875,M,,NonLinLoc,,automatic,nz3drx,11,11,4,0.09726029629,83.89776899,0.5754535005,0
2016p985393,,2016-12-30T14:17:36.947Z,2016-12-30T14:19:30.291Z,174.4296054,-41.55902665,1.491454207,25.15625,M,,NonLinLoc,,automatic,nz3drx,11,11,7,0.2522297157,129.4544716,0.4054418755,0
2016p985386,,2016-12-30T14:14:05.326Z,2016-12-30T14:16:18.173Z,177.6417799,-37.37384078,2.128388587,17.1875,M,,NonLinLoc,,automatic,nz3drx,22,22,10,0.3932785496,192.3741134,1.007531202,0
2016p985371,,2016-12-30T14:06:01.439Z,2016-12-30T17:47:21.177Z,174.4092967,-41.59262624,1.836255261,15.078125,M,,NonLinLoc,,automatic,nz3drx,20,20,7,0.2166970846,135.1357052,0.4814009276,0
2016p985364,,2016-12-30T14:02:19.771Z,2016-12-30T14:04:48.168Z,174.4166957,-41.60535491,1.797156797,16.71875,M,,NonLinLoc,,automatic,nz3drx,13,13,7,0.2114329187,132.351994,0.294152083,0
2016p985345,,2016-12-30T13:52:00.794Z,2016-12-30T13:57:49.061Z,173.2942818,-41.71587143,2.300090093,59.84375,M,,NonLinLoc,,automatic,nz3drx,29,29,10,0.2944620494,75.61942056,0.5789296891,0
2016p985338,,2016-12-30T13:48:25.395Z,2016-12-30T13:50:12.812Z,174.4259817,-41.58394213,1.888438973,22.8125,M,,NonLinLoc,,automatic,nz3drx,16,16,9,0.2316861716,129.9914406,0.3088909173,0
2016p985327,,2016-12-30T13:42:28.809Z,2016-12-30T16:32:39.605Z,174.0037956,-41.92690427,1.988593848,19.53125,M,,NonLinLoc,,automatic,nz3drx,17,17,9,0.2298785924,170.7898571,0.7009833278,0
2016p985323,,2016-12-30T13:40:25.646Z,2016-12-30T13:42:30.216Z,173.5433097,-42.4023877,2.610474079,66.875,M,,NonLinLoc,,automatic,nz3drx,10,10,5,0.6783225145,156.5018949,1.420823673,0
2016p985312,,2016-12-30T13:34:24.153Z,2016-12-30T13:36:16.917Z,173.6980962,-42.1749362,1.805649333,27.03125,M,,NonLinLoc,,automatic,nz3drx,16,16,5,0.2689746488,152.7495901,0.6996140714,0
2016p985301,,2016-12-30T13:28:38.277Z,2016-12-30T13:32:37.874Z,173.5441123,-42.3974046,2.700047221,17.65625,M,,NonLinLoc,,automatic,nz3drx,38,38,18,0.01899487396,134.569623,1.400073428,0
2016p985298,,2016-12-30T13:26:54.151Z,2016-12-30T13:29:03.517Z,174.0149919,-42.09741327,2.23674684,14.84375,M,,NonLinLoc,,automatic,nz3drx,23,23,12,0.3787248208,161.6183697,0.8327226,0
2016p985293,,2016-12-30T13:24:05.789Z,2016-12-30T13:26:13.807Z,171.4475615,-42.8342302,1.741800051,10.15625,M,,NonLinLoc,,automatic,nz3drx,14,14,3,0.1098065309,112.74757,0.6506768012,0
2016p985288,,2016-12-30T13:21:56.436Z,2016-12-30T13:27:45.801Z,174.1541116,-41.69022679,2.263427105,14.609375,M,,NonLinLoc,,automatic,nz3drx,41,41,16,0.07469479878,67.08612269,1.21735135,0
2016p985281,,2016-12-30T13:18:01.057Z,2016-12-30T13:19:35.195Z,178.0944305,-38.25493514,1.544259135,18.828125,M,,NonLinLoc,,automatic,nz3drx,11,11,6,0.1159811822,124.6754881,0.3117434284,0
2016p985270,,2016-12-30T13:12:36.774Z,2016-12-30T13:14:41.620Z,178.2170035,-37.69825581,2.457680706,17.1875,M,,NonLinLoc,,automatic,nz3drx,10,10,6,0.1923273733,207.0078207,0.7379651894,0
2016p985264,,2016-12-30T13:09:05.801Z,2016-12-30T13:11:01.232Z,174.2059834,-41.73596008,1.551401319,14.84375,M,,NonLinLoc,,automatic,nz3drx,10,10,5,0.01582747235,128.6983199,0.4045958358,0
2016p985240,,2016-12-30T12:56:04.345Z,2016-12-30T17:22:06.833Z,176.539028,-40.35527366,1.855722922,20.234375,M,,NonLinLoc,,automatic,nz3drx,17,17,11,0.1160982912,165.1548152,0.3325364536,0
2016p985232,,2016-12-30T12:51:53.017Z,2016-12-30T12:53:43.172Z,174.2128464,-41.77286403,2.23508169,18.59375,M,,NonLinLoc,,automatic,nz3drx,27,27,13,0.02219069942,140.8170198,0.7970032741,0
2016p985209,,2016-12-30T12:39:31.587Z,2016-12-30T12:41:46.287Z,174.1264331,-41.68941397,1.915863675,15.546875,M,,NonLinLoc,,automatic,nz3drx,21,21,10,0.08897556213,77.86086847,0.5822224891,0
2016p985197,,2016-12-30T12:33:04.747Z,2016-12-30T12:38:02.964Z,177.5991223,-38.06056938,2.198515567,55.15625,M,,NonLinLoc,,automatic,nz3drx,46,46,24,0.1161058407,75.42621896,0.5632391074,0
2016p985194,,2016-12-30T12:31:45.468Z,2016-12-30T12:52:21.836Z,173.7707152,-42.30720608,1.937313826,17.65625,M,,NonLinLoc,,automatic,nz3drx,17,17,6,0.2035248185,160.9328885,0.950820588,0
2016p985184,,2016-12-30T12:26:03.276Z,2016-12-30T12:50:54.463Z,174.0596935,-42.45742512,2.323786535,33.125,M,,NonLinLoc,,automatic,nz3drx,29,29,10,0.3860467017,164.6615154,1.001967873,0
2016p985166,,2016-12-30T12:16:46.255Z,2016-12-30T16:05:54.003Z,174.2007767,-41.77084175,2.841989872,9.6875,M,,NonLinLoc,,automatic,nz3drx,57,57,24,0.02254859502,140.1958552,1.810583068,0
2016p985158,,2016-12-30T12:12:22.558Z,2016-12-30T12:46:46.336Z,174.1828142,-41.84956013,2.740166753,9.921875,M,,NonLinLoc,,automatic,nz3drx,60,60,30,0.1018612408,133.1623444,1.673052233,0
2016p985146,,2016-12-30T12:06:10.098Z,2016-12-30T12:08:25.587Z,173.7572059,-42.0364933,1.828481179,19.53125,M,,NonLinLoc,,automatic,nz3drx,16,16,6,0.3326555085,155.7039679,0.769640948,0
2016p985116,,2016-12-30T11:49:56.598Z,2016-12-30T16:58:05.638Z,174.7498748,-39.98559759,1.8579685,54.6875,M,,NonLinLoc,,automatic,nz3drx,27,27,11,0.2946405555,102.990947,0.7128657888,0
2016p985103,,2016-12-30T11:43:23.331Z,2016-12-30T11:48:35.381Z,175.9772278,-41.30447515,1.571697605,18.59375,M,,NonLinLoc,,automatic,nz3drx,10,10,6,0.2048174112,224.2728713,0.3115466712,0
2016p985096,,2016-12-30T11:39:22.444Z,2016-12-30T12:36:09.262Z,173.797034,-42.37805317,2.598218377,25.15625,M,,NonLinLoc,,automatic,nz3drx,32,32,18,0.1945516071,148.3846088,0.8642261176,0
2016p985090,,2016-12-30T11:36:17.578Z,2016-12-30T12:34:42.505Z,173.5883385,-42.23848744,2.205976429,27.03125,M,,NonLinLoc,,automatic,nz3drx,16,16,7,0.1814262683,147.1923414,0.4019851975,0
2016p985072,,2016-12-30T11:26:38.837Z,2016-12-30T11:35:57.080Z,175.3873176,-39.24442354,0.6873018338,15.3125,M,,NonLinLoc,,automatic,nz3drx,16,16,7,0.05719004223,153.3403542,0.312801625,0
2016p985065,,2016-12-30T11:23:14.971Z,2016-12-30T11:25:27.784Z,174.4214119,-41.5729648,1.634393849,18.828125,M,,NonLinLoc,,automatic,nz3drx,18,18,8,0.2375450128,126.8469627,0.540723025,0
2016p985062,,2016-12-30T11:21:25.868Z,2016-12-30T11:23:46.129Z,172.9316471,-42.21601893,2.287624289,17.65625,M,,NonLinLoc,,automatic,nz3drx,24,24,12,0.452183151,60.17744774,0.8041872363,0
2016p985058,,2016-12-30T11:19:17.965Z,2016-12-30T16:48:46.676Z,173.6246475,-42.47984353,2.150939251,10.15625,M,,NonLinLoc,,automatic,nz3drx,18,18,6,0.0895086163,151.3065514,0.8880427558,0
2016p985034,,2016-12-30T11:06:29.029Z,2016-12-30T11:08:05.301Z,174.4164067,-41.58616274,1.758157933,18.359375,M,,NonLinLoc,,automatic,nz3drx,16,16,7,0.2251205036,129.9524102,0.4230506728,0
2016p985027,,2016-12-30T11:02:30.035Z,2016-12-30T11:05:41.450Z,172.8237858,-42.66193333,2.64576203,14.375,M,,NonLinLoc,,automatic,nz3drx,16,16,3,0.3425618286,88.0628576,0.7031838681,0
2016p985018,,2016-12-30T10:57:58.550Z,2016-12-30T16:40:50.421Z,174.431347,-41.56825264,1.86265819,18.359375,M,,NonLinLoc,,automatic,nz3drx,21,21,11,0.2460652172,128.1970854,0.5072025519,0
2016p985011,,2016-12-30T10:54:29.390Z,2016-12-30T10:57:11.296Z,174.3238143,-41.60762861,1.834437747,39.6875,M,,NonLinLoc,,automatic,nz3drx,16,16,8,0.1659386492,123.4707357,1.441550281,0
2016p984986,,2016-12-30T10:40:47.592Z,2016-12-30T10:43:15.492Z,175.3913593,-39.16617443,1.088514341,12.03125,M,,NonLinLoc,,automatic,nz3drx,23,23,11,0.1013248118,152.7556224,0.2984815099,0
2016p984984,,2016-12-30T10:40:00.865Z,2016-12-30T10:42:26.491Z,177.0685252,-39.00229623,2.293510159,56.5625,M,,NonLinLoc,,automatic,nz3drx,16,16,7,0.2270410877,168.3329609,1.301638971,0
2016p984983,,2016-12-30T10:39:14.727Z,2016-12-30T10:52:07.081Z,172.9381282,-42.21453852,2.71275678,19.0625,M,,NonLinLoc,,automatic,nz3drx,43,43,25,0.4509453837,60.16178748,1.271486651,0
2016p984974,,2016-12-30T10:34:41.904Z,2016-12-30T15:33:09.073Z,176.2971872,-40.66721992,1.496117824,20.46875,M,,NonLinLoc,,automatic,nz3drx,13,13,7,0.04181827648,215.842947,0.3982843306,0
2016p984965,,2016-12-30T10:29:33.493Z,2016-12-30T10:31:53.140Z,173.4646134,-42.34836694,2.241902514,25.15625,M,,NonLinLoc,,automatic,nz3drx,19,19,7,0.08687170797,81.16746867,0.5692226949,0
2016p984949,,2016-12-30T10:21:16.524Z,2016-12-30T10:23:57.658Z,174.246775,-42.04411869,2.116142962,10.15625,M,,NonLinLoc,,automatic,nz3drx,22,22,9,0.29405466,177.0216347,1.597691853,0
2016p984943,,2016-12-30T10:17:40.433Z,2016-12-30T10:44:33.507Z,172.2147261,-43.62366517,2.098090064,9.921875,M,,NonLinLoc,,automatic,nz3drx,17,17,6,0.1162097188,90.87139264,0.5590398994,0
2016p984935,,2016-12-30T10:13:53.079Z,2016-12-30T10:50:05.210Z,174.3357948,-41.54709126,2.138266043,16.015625,M,,NonLinLoc,,automatic,nz3drx,30,30,14,0.2242241293,112.8019501,0.8742035109,0
2016p984932,,2016-12-30T10:11:58.648Z,2016-12-30T10:43:55.466Z,173.839105,-42.10896603,2.21622784,27.96875,M,,NonLinLoc,,automatic,nz3drx,26,26,12,0.3803288308,156.6887315,0.6506137967,0
2016p984899,,2016-12-30T09:54:24.373Z,2016-12-30T09:56:18.893Z,174.2110128,-41.61932661,1.590534599,20.46875,M,,NonLinLoc,,automatic,nz3drx,15,15,6,0.1313481744,115.0184924,0.829730613,0
2016p984870,,2016-12-30T09:38:49.150Z,2016-12-30T10:46:22.061Z,175.3308585,-39.12764483,0.93410299,10.15625,M,,NonLinLoc,,automatic,nz3drx,22,22,6,0.1009608648,102.699967,0.7409627454,0
2016p984857,,2016-12-30T09:32:02.611Z,2016-12-30T09:34:23.119Z,173.5757361,-42.39498567,2.411083074,23.28125,M,,NonLinLoc,,automatic,nz3drx,27,27,12,0.03441556647,139.1861371,1.143901986,0
2016p984831,,2016-12-30T09:18:11.546Z,2016-12-30T15:08:43.899Z,175.5668696,-40.71881072,2.110252486,25.15625,M,,NonLinLoc,,automatic,nz3drx,30,30,19,0.05739383832,54.70412565,0.4620612775,0
2016p984820,,2016-12-30T09:12:17.948Z,2016-12-30T09:14:17.505Z,177.2146287,-39.08339999,2.54568543,25.625,M,,NonLinLoc,,automatic,nz3drx,13,13,10,0.3181449864,224.384629,0.5906385271,0
2016p984819,,2016-12-30T09:11:57.333Z,2016-12-30T15:06:34.923Z,175.9418337,-40.03732213,2.382127371,30.078125,M,,NonLinLoc,,automatic,nz3drx,64,64,37,0.02685499046,37.99016012,0.8911862522,0
2016p984802,,2016-12-30T09:02:30.928Z,2016-12-30T09:04:16.192Z,175.291282,-41.54685089,2.005349667,9.921875,M,,NonLinLoc,,automatic,nz3drx,15,15,11,0.03673774931,165.135887,0.4110539769,0
2016p984800,,2016-12-30T09:01:42.638Z,2016-12-30T09:03:39.201Z,175.2881022,-41.54759109,1.766585188,9.21875,M,,NonLinLoc,,automatic,nz3drx,10,10,8,0.03445439967,163.3894552,0.3092231947,0
2016p984791,,2016-12-30T08:56:39.945Z,2016-12-30T08:58:43.224Z,174.1660657,-41.7548087,1.593812148,15.78125,M,,NonLinLoc,,automatic,nz3drx,15,15,6,0.03604483719,132.0633895,0.3856929098,0
2016p984788,,2016-12-30T08:55:18.213Z,2016-12-30T08:57:09.204Z,178.0189084,-37.82535829,2.036002722,39.6875,M,,NonLinLoc,,automatic,nz3drx,11,11,8,0.06224364976,200.491434,1.186493908,0
2016p984777,,2016-12-30T08:49:23.979Z,2016-12-30T08:51:31.135Z,168.788712,-44.55369447,2.306388284,5.46875,M,,NonLinLoc,,automatic,nz3drx,13,13,4,0.3265041696,98.03981906,0.8481342089,0
2016p984745,,2016-12-30T08:32:28.100Z,2016-12-30T08:50:23.944Z,173.2403518,-41.51734091,2.799529045,57.96875,M,,NonLinLoc,,automatic,nz3drx,46,46,25,0.3164447911,53.56251754,0.9758345248,0
2016p984734,,2016-12-30T08:26:45.303Z,2016-12-30T08:29:16.865Z,172.4680255,-42.75682447,2.369958587,13.90625,M,,NonLinLoc,,automatic,nz3drx,23,23,12,0.1468132398,71.71947743,0.980857113,0
2016p984717,,2016-12-30T08:17:33.723Z,2016-12-30T08:20:23.772Z,174.43259,-41.62333763,2.085000023,19.765625,M,,NonLinLoc,,automatic,nz3drx,26,26,14,0.2085523536,132.7370309,0.6228391624,0
2016p984702,,2016-12-30T08:09:21.519Z,2016-12-30T08:11:11.660Z,174.0912372,-41.7384321,1.43290777,9.921875,M,,NonLinLoc,,automatic,nz3drx,12,12,4,0.09223280943,113.9274806,0.2452008834,0
2016p984682,,2016-12-30T07:58:45.744Z,2016-12-30T08:00:51.007Z,178.2493216,-38.53368398,1.845503201,21.40625,M,,NonLinLoc,,automatic,nz3drx,12,12,6,0.05695014943,208.3072275,0.7034540571,0
2016p984650,,2016-12-30T07:41:54.985Z,2016-12-30T07:43:29.294Z,178.2042022,-37.71118281,1.488458326,30.3125,M,,NonLinLoc,,automatic,nz3drx,11,11,4,0.1878652749,221.5386544,0.4532907046,0
2016p984631,,2016-12-30T07:31:25.068Z,2016-12-30T08:02:44.965Z,174.5713346,-41.51649156,2.148980402,10.15625,M,,NonLinLoc,,automatic,nz3drx,28,28,12,0.2761913364,152.9666721,1.052740028,0
2016p984620,,2016-12-30T07:25:41.298Z,2016-12-30T07:27:56.129Z,173.6055574,-42.32576422,1.838617043,21.40625,M,,NonLinLoc,,automatic,nz3drx,13,13,4,0.1030357384,159.2168944,0.5226507412,0
2016p984555,,2016-12-30T06:51:14.402Z,2016-12-30T06:56:28.582Z,173.5754847,-42.27983261,2.388751386,28.4375,M,,NonLinLoc,,automatic,nz3drx,16,16,8,0.1389603457,130.90143,0.5677948671,0
2016p984554,,2016-12-30T06:50:23.458Z,2016-12-30T06:52:25.710Z,169.2491926,-44.49639439,2.226133652,5.46875,M,,NonLinLoc,,automatic,nz3drx,12,12,7,0.3642669016,82.30842148,1.087715098,0
2016p984551,,2016-12-30T06:48:54.814Z,2016-12-30T10:28:32.984Z,176.2526351,-38.3572984,2.481192038,135.3125,M,,NonLinLoc,,automatic,nz3drx,55,55,24,0.4891033085,151.1156476,1.531875691,0
2016p984531,,2016-12-30T06:38:23.286Z,2016-12-30T06:52:06.514Z,172.2090056,-43.62016248,2.406794604,9.921875,M,,NonLinLoc,,automatic,nz3drx,21,21,10,0.1175423933,88.15069494,0.656483585,0
2016p984499,,2016-12-30T06:21:10.535Z,2016-12-30T06:35:28.067Z,176.040814,-38.75753259,1.684657781,124.0625,M,,NonLinLoc,,automatic,nz3drx,21,21,10,0.5087792211,173.2366421,1.177596697,0
2016p984439,,2016-12-30T05:49:16.205Z,2016-12-30T10:22:10.906Z,173.6264639,-41.99929887,2.357793787,22.34375,M,,NonLinLoc,,automatic,nz3drx,29,29,13,0.3396184296,118.5457494,0.9842645088,0
2016p984410,earthquake,2016-12-30T05:33:45.299Z,2016-12-31T03:12:39.052Z,175.691021,-38.95605759,0.9762716746,6.640625,M,,NonLinLoc,confirmed,manual,nz3drx,15,11,7,0.02078719342,157.0187135,0.2008204828,0
2016p984385,,2016-12-30T05:20:22.798Z,2016-12-30T05:23:13.678Z,177.5125681,-39.04500161,1.779219995,17.421875,M,,NonLinLoc,,automatic,nz3drx,16,16,6,0.127504765,112.6726128,0.2596661541,0
2016p984383,,2016-12-30T05:19:47.137Z,2016-12-30T05:22:23.764Z,174.3487086,-41.66924971,1.91567597,8.984375,M,,NonLinLoc,,automatic,nz3drx,22,22,12,0.1303288724,137.4587772,0.5478708358,0
2016p984370,,2016-12-30T05:12:50.665Z,2016-12-30T05:16:55.452Z,174.0318279,-41.82428156,1.635813471,16.71875,M,,NonLinLoc,,automatic,nz3drx,16,16,7,0.1552962696,150.3622991,0.5341937629,0
